county,district name,candidate,party,votes,race name,state
Districtwide,District 50,Duncan Hunter,REP,"43,233",U.S. House of Representatives,CA
Districtwide,District 50,"S. ""Shamus"" Sayed",REP,"1,846",U.S. House of Representatives,CA
Districtwide,District 50,Bill Wells,REP,"11,626",U.S. House of Representatives,CA
Districtwide,District 50,Richard Kahle,NPP,975,U.S. House of Representatives,CA
Riverside,District 50,Josh Butner,DEM,850,U.S. House of Representatives,CA
Riverside,District 50,Ammar Campa-Najjar,DEM,999,U.S. House of Representatives,CA
Riverside,District 50,Patrick Malloy,DEM,587,U.S. House of Representatives,CA
Riverside,District 50,Duncan Hunter,REP,"3,598",U.S. House of Representatives,CA
Riverside,District 50,"S. ""Shamus"" Sayed",REP,184,U.S. House of Representatives,CA
Riverside,District 50,Bill Wells,REP,871,U.S. House of Representatives,CA
Riverside,District 50,Richard Kahle,NPP,81,U.S. House of Representatives,CA
San Diego,District 50,Josh Butner,DEM,"10,483",U.S. House of Representatives,CA
San Diego,District 50,Ammar Campa-Najjar,DEM,"13,446",U.S. House of Representatives,CA
San Diego,District 50,Patrick Malloy,DEM,"4,737",U.S. House of Representatives,CA
San Diego,District 50,Duncan Hunter,REP,"39,635",U.S. House of Representatives,CA
San Diego,District 50,"S. ""Shamus"" Sayed",REP,"1,662",U.S. House of Representatives,CA
San Diego,District 50,Bill Wells,REP,"10,755",U.S. House of Representatives,CA
San Diego,District 50,Richard Kahle,NPP,894,U.S. House of Representatives,CA
Districtwide,District 51,Juan Vargas,DEM,"29,476",U.S. House of Representatives,CA
Districtwide,District 51,Louis A. Fuentes,REP,820,U.S. House of Representatives,CA
Districtwide,District 51,Juan M. Hidalgo Jr.,REP,"7,277",U.S. House of Representatives,CA
Districtwide,District 51,John R. Renison Jr.,REP,"7,078",U.S. House of Representatives,CA
Districtwide,District 51,"Juan Carlos ""Charlie"" Mercado",NPP,"1,387",U.S. House of Representatives,CA
Districtwide,District 51,Kevin Mitchell,NPP,900,U.S. House of Representatives,CA
Imperial,District 51,Juan Vargas,DEM,"6,219",U.S. House of Representatives,CA
Imperial,District 51,Louis A. Fuentes,REP,315,U.S. House of Representatives,CA
Imperial,District 51,Juan M. Hidalgo Jr.,REP,"1,850",U.S. House of Representatives,CA
Imperial,District 51,John R. Renison Jr.,REP,"2,065",U.S. House of Representatives,CA
Imperial,District 51,"Juan Carlos ""Charlie"" Mercado",NPP,279,U.S. House of Representatives,CA
Imperial,District 51,Kevin Mitchell,NPP,155,U.S. House of Representatives,CA
San Diego,District 51,Juan Vargas,DEM,"23,257",U.S. House of Representatives,CA
San Diego,District 51,Louis A. Fuentes,REP,505,U.S. House of Representatives,CA
San Diego,District 51,Juan M. Hidalgo Jr.,REP,"5,427",U.S. House of Representatives,CA
San Diego,District 51,John R. Renison Jr.,REP,"5,013",U.S. House of Representatives,CA
San Diego,District 51,"Juan Carlos ""Charlie"" Mercado",NPP,"1,108",U.S. House of Representatives,CA
San Diego,District 51,Kevin Mitchell,NPP,745,U.S. House of Representatives,CA
San Diego,District 52,Scott Peters,DEM,"58,358",U.S. House of Representatives,CA
San Diego,District 52,Michael Allman,REP,"4,297",U.S. House of Representatives,CA
San Diego,District 52,Danny Casara,REP,"5,061",U.S. House of Representatives,CA
San Diego,District 52,Jeffrey Cullen,REP,"2,669",U.S. House of Representatives,CA
San Diego,District 52,John Horst,REP,"3,629",U.S. House of Representatives,CA
San Diego,District 52,Omar Qudrat,REP,"15,716",U.S. House of Representatives,CA
San Diego,District 52,James Veltmeyer,REP,"12,452",U.S. House of Representatives,CA
San Diego,District 53,Susan A. Davis,DEM,"54,481",U.S. House of Representatives,CA
San Diego,District 53,Brett A. Goda,REP,"1,831",U.S. House of Representatives,CA
San Diego,District 53,Shawn Gino Kane,REP,"3,523",U.S. House of Representatives,CA
San Diego,District 53,Matt Mendoza,REP,"12,509",U.S. House of Representatives,CA
San Diego,District 53,Morgan Murtaugh,REP,"13,142",U.S. House of Representatives,CA
San Diego,District 53,Bryan Kim,NPP,"1,863",U.S. House of Representatives,CA
