county name,race name,candidate,party,early votes,election day votes,absentee votes,total votes
Carroll,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"2,850",,0,"14,431"
Carroll,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,262,,0,"1,014"
Carroll,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,25,,0,127
Carroll,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,735,,0,"3,081"
Carroll,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,14,,0,102
Carroll,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,64,,0,294
Carroll,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,127,,0,388
Carroll,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,65,,0,271
Carroll,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,198,,0,820
Carroll,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,204,,0,"1,027"
Carroll,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"2,181",,0,"11,178"
Carroll,Democratic Candidates ,Peter Franchot,Democratic,"1,510",,0,"6,357"
Carroll,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"2,381",,0,"11,978"
Carroll,Democratic Candidates ,Brian E. Frosh,Democratic,"1,495",,0,"6,242"
Carroll,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,636,,0,"3,253"
Carroll,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,391,,0,"2,254"
Carroll,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,59,,0,363
Carroll,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,40,,0,225
Carroll,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,197,,0,927
Carroll,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,392,,0,"1,871"
Carroll,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,39,,0,223
Carroll,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,55,,0,278
Carroll,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,97,,0,510
Carroll,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,132,,0,636
Carroll,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,90,,0,388
Carroll,Democratic Candidates ,Ben Cardin,Democratic,"1,444",,0,"5,746"
Carroll,Democratic Candidates ,Erik Jetmir,Democratic,22,,0,157
Carroll,Democratic Candidates ,Chelsea Manning,Democratic,85,,0,477
Carroll,Democratic Candidates ,Marcia H. Morgan,Democratic,36,,0,188
Carroll,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,53,,0,296
Carroll,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,20,,0,113
Carroll,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,39,,0,236
Carroll,Democratic Candidates ,Lih Young,Democratic,27,,0,134
Carroll,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,90,,0,459
Carroll,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,962,,0,"5,130"
Carroll,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,42,,0,260
Carroll,Democratic Candidates ,Michael Brown,Democratic,71,,0,355
Carroll,Democratic Candidates ,Jesse Colvin,Democratic,186,,0,627
Carroll,Democratic Candidates ,Allison Galbraith,Democratic,177,,0,813
Carroll,Democratic Candidates ,Erik Lane,Democratic,11,,0,55
Carroll,Democratic Candidates ,Michael Pullen,Democratic,82,,0,289
Carroll,Democratic Candidates ,Steve Worton,Democratic,26,,0,102
Carroll,"District 8
Republican Candidates ",Bridgette L. Cooper,Republican,338,,0,"1,653"
Carroll,"District 8
Republican Candidates ",John Walsh,Republican,662,,0,"3,125"
Carroll,"District 8
Republican Candidates ",Victor Williams,Republican,233,,0,"1,200"
Carroll,Democratic Candidates ,Utam Paul,Democratic,79,,0,381
Carroll,Democratic Candidates ,Jamie Raskin,Democratic,824,,0,"3,470"
Carroll,Democratic Candidates ,Summer Spring,Democratic,150,,0,690
Carroll,"State Senator

District 4
Republican Candidates ",Michael Hough,Republican,94,,0,716
Carroll,Democratic Candidates ,Jessica Douglass,Democratic,49,,0,278
Carroll,Democratic Candidates ,Sabrina Massett,Democratic,18,,0,147
Carroll,"District 5
Republican Candidates ",Justin Ready,Republican,"2,210",,0,"10,514"
Carroll,Democratic Candidates ,Jamie O'Marr,Democratic,"1,187",,0,"4,445"
Carroll,"District 9
Republican Candidates ",Gail H. Bates,Republican,156,,0,756
Carroll,"District 9
Republican Candidates ",Reid J. Novotny,Republican,148,,0,"1,104"
Carroll,Democratic Candidates ,Katie Fry Hester,Democratic,154,,0,"1,040"
Carroll,"House of Delegates

District 4
Republican Candidates ",Barrie S. Ciliberti,Republican,79,,0,602
Carroll,"House of Delegates

District 4
Republican Candidates ",Dan Cox,Republican,87,,0,638
Carroll,"House of Delegates

District 4
Republican Candidates ",Jesse T. Pippy,Republican,80,,0,590
Carroll,Democratic Candidates ,Ysela Bravo,Democratic,60,,0,351
Carroll,Democratic Candidates ,Lois Jarman,Democratic,58,,0,355
Carroll,Democratic Candidates ,Darrin Ryan Smith,Democratic,57,,0,328
Carroll,"District 5
Republican Candidates ",David Ellin,Republican,829,,0,"4,086"
Carroll,"District 5
Republican Candidates ",Susan Krebs,Republican,"1,989",,0,"9,351"
Carroll,"District 5
Republican Candidates ",April Rose,Republican,"1,781",,0,"8,177"
Carroll,"District 5
Republican Candidates ",Haven Shoemaker,Republican,"1,828",,0,"8,633"
Carroll,Democratic Candidates ,Emily Shank,Democratic,"1,223",,0,"4,575"
Carroll,"District 9A
Republican Candidates ",Trent Kittleman,Republican,273,,0,"1,605"
Carroll,"District 9A
Republican Candidates ",Warren E. Miller,Republican,230,,0,"1,445"
Carroll,Democratic Candidates ,Steven M. Bolen,Democratic,94,,0,553
Carroll,Democratic Candidates ,Michael David Gross,Democratic,60,,0,341
Carroll,Democratic Candidates ,Natalie Ziegler,Democratic,143,,0,930
Carroll,"Judge of the Circuit Court

Judicial Circuit 5
Republican Ballot ",Maria L. Oesterreicher,,478,,0,"2,369"
Carroll,"Judge of the Circuit Court

Judicial Circuit 5
Republican Ballot ","George Psoras, Jr.",,762,,0,"4,456"
Carroll,"Judge of the Circuit Court

Judicial Circuit 5
Republican Ballot ",Richard R. Titus,,"1,568",,0,"7,108"
Carroll,Democratic Ballot ,Maria L. Oesterreicher,,821,,0,"3,552"
Carroll,Democratic Ballot ,"George Psoras, Jr.",,283,,0,"1,269"
Carroll,Democratic Ballot ,Richard R. Titus,,549,,0,"2,075"
Cecil,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,224",,0,"5,289"
Cecil,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,154,,0,494
Cecil,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,18,,0,78
Cecil,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,380,,0,"1,394"
Cecil,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,19,,0,70
Cecil,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,37,,0,159
Cecil,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,47,,0,125
Cecil,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,51,,0,168
Cecil,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,89,,0,330
Cecil,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,89,,0,376
Cecil,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,931,,0,"4,097"
Cecil,Democratic Candidates ,Peter Franchot,Democratic,801,,0,"2,892"
Cecil,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"1,005",,0,"4,365"
Cecil,Democratic Candidates ,Brian E. Frosh,Democratic,786,,0,"2,808"
Cecil,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,277,,0,"1,188"
Cecil,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,279,,0,"1,065"
Cecil,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,28,,0,113
Cecil,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,8,,0,69
Cecil,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,92,,0,397
Cecil,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,156,,0,759
Cecil,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,18,,0,93
Cecil,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,25,,0,114
Cecil,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,44,,0,231
Cecil,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,78,,0,253
Cecil,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,16,,0,80
Cecil,Democratic Candidates ,Ben Cardin,Democratic,728,,0,"2,439"
Cecil,Democratic Candidates ,Erik Jetmir,Democratic,17,,0,53
Cecil,Democratic Candidates ,Chelsea Manning,Democratic,54,,0,283
Cecil,Democratic Candidates ,Marcia H. Morgan,Democratic,39,,0,140
Cecil,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,18,,0,112
Cecil,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,18,,0,70
Cecil,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,32,,0,142
Cecil,Democratic Candidates ,Lih Young,Democratic,15,,0,78
Cecil,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,134,,0,657
Cecil,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,"1,020",,0,"4,347"
Cecil,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,52,,0,251
Cecil,Democratic Candidates ,Michael Brown,Democratic,129,,0,529
Cecil,Democratic Candidates ,Jesse Colvin,Democratic,353,,0,"1,155"
Cecil,Democratic Candidates ,Allison Galbraith,Democratic,262,,0,998
Cecil,Democratic Candidates ,Erik Lane,Democratic,18,,0,78
Cecil,Democratic Candidates ,Michael Pullen,Democratic,81,,0,264
Cecil,Democratic Candidates ,Steve Worton,Democratic,36,,0,153
Cecil,"State Senator

District 35
Republican Candidates ",Jason C. Gallion,Republican,571,,0,"2,862"
Cecil,"District 36
Republican Candidates ","Stephen S. Hershey, Jr.",Republican,466,,0,"1,544"
Cecil,Democratic Candidates ,Heather Lynette Sinclair,Democratic,307,,0,997
Cecil,"House of Delegates

District 35A
Republican Candidates ",Kevin Bailey Hornberger,Republican,405,,0,"1,863"
Cecil,Democratic Candidates ,Jobeth Rocky Bowers,Democratic,349,,0,"1,239"
Cecil,"District 35B
Republican Candidates ",Andrew Cassilly,Republican,158,,0,"1,036"
Cecil,"District 35B
Republican Candidates ",Teresa Reilly,Republican,157,,0,989
Cecil,Democratic Candidates ,Ronnie Teitler Davis,Democratic,93,,0,490
Cecil,"District 36
Republican Candidates ",Jeff Ghrist (Caroline County),Republican,257,,0,826
Cecil,"District 36
Republican Candidates ","Michael D. Smigiel, Jr. (Cecil County)",Republican,327,,0,"1,155"
Cecil,"District 36
Republican Candidates ",Jay A. Jacobs (Kent County),Republican,358,,0,"1,090"
Cecil,"District 36
Republican Candidates ",Steven James Arentz (Queen Anne's County),Republican,206,,0,675
Cecil,"District 36
Republican Candidates ",Rick Bowers (Queen Anne's County),Republican,85,,0,282
Cecil,"District 36
Republican Candidates ",Wick Dudley (Queen Anne's County),Republican,58,,0,195
Cecil,"Caroline County
Democratic Candidates ",Keirien Taylor,Democratic,293,,0,928
Cecil,"Cecil County
Democratic Candidates ",Michael Ian Welker,Democratic,315,,0,"1,021"
Cecil,"Queen Anne's County
Democratic Candidates ",Crystal Woodward,Democratic,283,,0,901
Cecil,"Judge of the Circuit Court

Judicial Circuit 2
Republican Ballot ",Will Davis,,674,,0,"2,800"
Cecil,"Judge of the Circuit Court

Judicial Circuit 2
Republican Ballot ","Edwin B. Fockler, IV",,343,,0,"1,537"
Cecil,"Judge of the Circuit Court

Judicial Circuit 2
Republican Ballot ","Michael D. Smigiel, Sr.",,226,,0,948
Cecil,Democratic Ballot ,Will Davis,,575,,0,"1,961"
Cecil,Democratic Ballot ,"Edwin B. Fockler, IV",,243,,0,933
Cecil,Democratic Ballot ,"Michael D. Smigiel, Sr.",,89,,0,356
Charles,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,760,,0,"4,035"
Charles,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,"1,602",,0,"6,189"
Charles,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,76,,0,343
Charles,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"1,516",,0,"6,471"
Charles,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,103,,0,564
Charles,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,106,,0,509
Charles,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,103,,0,456
Charles,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,90,,0,402
Charles,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,138,,0,516
Charles,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,277,,0,"1,009"
Charles,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,588,,0,"3,180"
Charles,Democratic Candidates ,Peter Franchot,Democratic,"3,647",,0,"14,856"
Charles,"Attorney General

Republican Candidates ",Craig Wolf,Republican,618,,0,"3,323"
Charles,Democratic Candidates ,Brian E. Frosh,Democratic,"3,561",,0,"14,523"
Charles,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,197,,0,"1,002"
Charles,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,256,,0,"1,263"
Charles,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,10,,0,67
Charles,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,6,,0,60
Charles,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,37,,0,216
Charles,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,57,,0,446
Charles,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,7,,0,38
Charles,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,7,,0,66
Charles,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,30,,0,129
Charles,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,25,,0,137
Charles,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,18,,0,67
Charles,Democratic Candidates ,Ben Cardin,Democratic,"3,112",,0,"11,977"
Charles,Democratic Candidates ,Erik Jetmir,Democratic,65,,0,306
Charles,Democratic Candidates ,Chelsea Manning,Democratic,251,,0,"1,148"
Charles,Democratic Candidates ,Marcia H. Morgan,Democratic,132,,0,682
Charles,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,78,,0,528
Charles,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,68,,0,371
Charles,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,341,,0,"1,474"
Charles,Democratic Candidates ,Lih Young,Democratic,48,,0,252
Charles,"Representative in Congress

District 5
Republican Candidates ","William A. Devine, III",Republican,355,,0,"1,796"
Charles,"Representative in Congress

District 5
Republican Candidates ",Johnny Rice,Republican,260,,0,"1,516"
Charles,Democratic Candidates ,Dennis L. Fritz,Democratic,718,,0,"3,302"
Charles,Democratic Candidates ,Steny H. Hoyer,Democratic,"3,552",,0,"14,037"
Charles,"State Senator

District 27
Republican Candidates ","Roussan ""Rou"" Etienne, Jr.",Republican,16,,0,123
Charles,"State Senator

District 27
Republican Candidates ",Jesse Allen Peed,Republican,41,,0,337
Charles,Democratic Candidates ,Tommi Makila,Democratic,98,,0,462
Charles,Democratic Candidates ,"Thomas V. Mike Miller, Jr.",Democratic,260,,0,"1,195"
Charles,"District 28
Republican Candidates ",John Leonard,Republican,542,,0,"2,760"
Charles,Democratic Candidates ,Arthur Ellis,Democratic,"2,003",,0,"8,046"
Charles,Democratic Candidates ,Mac Middleton,Democratic,"1,896",,0,"7,395"
Charles,"House of Delegates

District 27A
Democratic Candidates ",Lynn Jackson,Democratic,49,,0,222
Charles,"House of Delegates

District 27A
Democratic Candidates ","Ronald McDaniel, Jr.",Democratic,35,,0,109
Charles,"House of Delegates

District 27A
Democratic Candidates ",Susie Proctor,Democratic,183,,0,914
Charles,"House of Delegates

District 27A
Democratic Candidates ","Joe Spears, Jr.",Democratic,79,,0,384
Charles,"District 28
Republican Candidates ",Dave Campbell,Republican,317,,0,"1,669"
Charles,"District 28
Republican Candidates ",Jim Crawford,Republican,374,,0,"2,101"
Charles,"District 28
Republican Candidates ",Bill Dotson,Republican,508,,0,"2,555"
Charles,"District 28
Republican Candidates ",Vanessa Jones,Republican,182,,0,956
Charles,Democratic Candidates ,John Coller,Democratic,"1,046",,0,"3,896"
Charles,Democratic Candidates ,Debra Davis,Democratic,"1,952",,0,"8,423"
Charles,Democratic Candidates ,Edward Holland,Democratic,"1,304",,0,"4,419"
Charles,Democratic Candidates ,Edith J. Patterson,Democratic,"2,667",,0,"10,021"
Charles,Democratic Candidates ,C. T. Wilson,Democratic,"2,510",,0,"9,756"
Charles,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Donine Marie Carrington,,515,,0,"2,595"
Charles,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Makeba Gibbs,,125,,0,700
Charles,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ","William R. Greer, Jr.",,634,,0,"3,152"
Charles,Democratic Ballot ,Donine Marie Carrington,,"2,956",,0,"11,427"
Charles,Democratic Ballot ,Makeba Gibbs,,"1,743",,0,"7,596"
Charles,Democratic Ballot ,"William R. Greer, Jr.",,"2,144",,0,"7,909"
Dorchester,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,429,,0,"2,312"
Dorchester,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,82,,0,338
Dorchester,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,8,,0,79
Dorchester,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,200,,0,595
Dorchester,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,17,,0,107
Dorchester,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,12,,0,63
Dorchester,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,27,,0,96
Dorchester,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,15,,0,67
Dorchester,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,65,,0,248
Dorchester,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,63,,0,163
Dorchester,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,277,,0,"1,482"
Dorchester,Democratic Candidates ,Peter Franchot,Democratic,483,,0,"1,739"
Dorchester,"Attorney General

Republican Candidates ",Craig Wolf,Republican,320,,0,"1,691"
Dorchester,Democratic Candidates ,Brian E. Frosh,Democratic,442,,0,"1,583"
Dorchester,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,82,,0,382
Dorchester,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,125,,0,757
Dorchester,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,8,,0,24
Dorchester,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,6,,0,23
Dorchester,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,21,,0,111
Dorchester,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,39,,0,223
Dorchester,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,1,,0,14
Dorchester,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,6,,0,34
Dorchester,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,9,,0,76
Dorchester,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,15,,0,97
Dorchester,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,4,,0,21
Dorchester,Democratic Candidates ,Ben Cardin,Democratic,434,,0,"1,471"
Dorchester,Democratic Candidates ,Erik Jetmir,Democratic,6,,0,24
Dorchester,Democratic Candidates ,Chelsea Manning,Democratic,27,,0,110
Dorchester,Democratic Candidates ,Marcia H. Morgan,Democratic,10,,0,70
Dorchester,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,11,,0,51
Dorchester,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,4,,0,30
Dorchester,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,15,,0,105
Dorchester,Democratic Candidates ,Lih Young,Democratic,13,,0,45
Dorchester,"Representative in Congress

District 1
Republican Candidates ",Martin Elborn,Republican,45,,0,224
Dorchester,"Representative in Congress

District 1
Republican Candidates ",Andy Harris,Republican,360,,0,"2,046"
Dorchester,"Representative in Congress

District 1
Republican Candidates ",Lamont Taylor,Republican,19,,0,70
Dorchester,Democratic Candidates ,Michael Brown,Democratic,94,,0,365
Dorchester,Democratic Candidates ,Jesse Colvin,Democratic,255,,0,875
Dorchester,Democratic Candidates ,Allison Galbraith,Democratic,67,,0,261
Dorchester,Democratic Candidates ,Erik Lane,Democratic,8,,0,32
Dorchester,Democratic Candidates ,Michael Pullen,Democratic,71,,0,238
Dorchester,Democratic Candidates ,Steve Worton,Democratic,15,,0,71
Dorchester,"State Senator

District 37
Republican Candidates ","Adelaide ""Addie"" Eckardt",Republican,370,,0,"2,041"
Dorchester,Democratic Candidates ,Holly Wright,Democratic,425,,0,"1,523"
Dorchester,"House of Delegates

District 37A
Republican Candidates ",Frank E. Cooke,Republican,53,,0,248
Dorchester,Democratic Candidates ,"Charles Cephas, Sr.",Democratic,75,,0,311
Dorchester,Democratic Candidates ,Sheree Sample-Hughes,Democratic,141,,0,493
Dorchester,"District 37B
Republican Candidates ","Christopher T. Adams
(Wicomico County)",Republican,186,,0,859
Dorchester,"District 37B
Republican Candidates ","Mimi Gedamu
(Wicomico County)",Republican,21,,0,108
Dorchester,"District 37B
Republican Candidates ","Keith Graffius
(Dorchester County)",Republican,147,,0,907
Dorchester,"District 37B
Republican Candidates ","Johnny Mautz
(Talbot County)",Republican,288,,0,"1,655"
Dorchester,Democratic Candidates ,"Dan O'Hare
(Wicomico County)",Democratic,237,,0,863
Frederick,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"2,263",,0,"15,468"
Frederick,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,821,,0,"3,052"
Frederick,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,67,,0,329
Frederick,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"1,723",,0,"7,479"
Frederick,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,48,,0,260
Frederick,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,106,,0,549
Frederick,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,289,,0,"1,020"
Frederick,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,136,,0,617
Frederick,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,269,,0,971
Frederick,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,585,,0,"2,494"
Frederick,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"1,805",,0,"12,278"
Frederick,Democratic Candidates ,Peter Franchot,Democratic,"3,570",,0,"14,845"
Frederick,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"1,896",,0,"12,808"
Frederick,Democratic Candidates ,Brian E. Frosh,Democratic,"3,625",,0,"14,858"
Frederick,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,531,,0,"3,954"
Frederick,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,429,,0,"2,682"
Frederick,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,47,,0,259
Frederick,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,59,,0,266
Frederick,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,179,,0,"1,408"
Frederick,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,278,,0,"1,949"
Frederick,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,25,,0,132
Frederick,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,37,,0,201
Frederick,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,105,,0,652
Frederick,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,110,,0,736
Frederick,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,29,,0,194
Frederick,Democratic Candidates ,Ben Cardin,Democratic,"3,475",,0,"13,204"
Frederick,Democratic Candidates ,Erik Jetmir,Democratic,50,,0,244
Frederick,Democratic Candidates ,Chelsea Manning,Democratic,229,,0,"1,291"
Frederick,Democratic Candidates ,Marcia H. Morgan,Democratic,97,,0,525
Frederick,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,83,,0,679
Frederick,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,76,,0,331
Frederick,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,121,,0,594
Frederick,Democratic Candidates ,Lih Young,Democratic,85,,0,473
Frederick,"Representative in Congress

District 6
Republican Candidates ",Kurt Elsasser,Republican,78,,0,464
Frederick,"Representative in Congress

District 6
Republican Candidates ",Amie Hoeber,Republican,749,,0,"3,594"
Frederick,"Representative in Congress

District 6
Republican Candidates ",Lisa Lloyd,Republican,157,,0,800
Frederick,"Representative in Congress

District 6
Republican Candidates ",Bradley St. Rohrs,Republican,46,,0,345
Frederick,Democratic Candidates ,Andrew Duck,Democratic,253,,0,898
Frederick,Democratic Candidates ,George English,Democratic,21,,0,99
Frederick,Democratic Candidates ,Chris Graves,Democratic,36,,0,150
Frederick,Democratic Candidates ,Nadia Hashimi,Democratic,269,,0,"1,280"
Frederick,Democratic Candidates ,Christopher Hearsey,Democratic,14,,0,57
Frederick,Democratic Candidates ,Roger Manno,Democratic,204,,0,802
Frederick,Democratic Candidates ,Aruna Miller,Democratic,793,,0,"2,551"
Frederick,Democratic Candidates ,David Trone,Democratic,"1,183",,0,"4,524"
Frederick,"District 8
Republican Candidates ",Bridgette L. Cooper,Republican,243,,0,"1,879"
Frederick,"District 8
Republican Candidates ",John Walsh,Republican,405,,0,"3,444"
Frederick,"District 8
Republican Candidates ",Victor Williams,Republican,248,,0,"2,029"
Frederick,Democratic Candidates ,Utam Paul,Democratic,51,,0,331
Frederick,Democratic Candidates ,Jamie Raskin,Democratic,"1,231",,0,"5,573"
Frederick,Democratic Candidates ,Summer Spring,Democratic,122,,0,878
Frederick,"State Senator

District 3
Republican Candidates ",Craig Giangrande,Republican,816,,0,"4,772"
Frederick,"State Senator

District 3
Republican Candidates ",Billy Shreve,Republican,318,,0,"1,454"
Frederick,Democratic Candidates ,Jennifer M. Brannan,Democratic,560,,0,"2,427"
Frederick,Democratic Candidates ,Jennifer Dougherty,Democratic,821,,0,"3,459"
Frederick,Democratic Candidates ,Ronald Nelson Young,Democratic,"1,341",,0,"4,534"
