"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","102","26","49"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","21","5","21"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","221","57","80"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","69","17","41"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","109","23","60"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","103","15","44"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","232","PARIS, Makana","","C","157","23","69"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","304","61","154"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","25","6","14"
"25-02","","129","5299","2172","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","41","8","16"
"25-02","","129","5299","2172","1","139","Councilmember, Dist VI","","314","DOS SANTOS-TAM, Tyler F.","","C","122","32","94"
"25-02","","129","5299","2172","1","139","Councilmember, Dist VI","","315","FUKUNAGA, Carol","","C","674","109","299"
"25-02","","129","5299","2172","1","139","Councilmember, Dist VI","","316","HUSSEY, Ikaika","","C","215","49","125"
"25-02","","129","5299","2172","1","139","Councilmember, Dist VI","","317","STODDARD, Zack","","C","74","14","45"
"25-03","","130","430","167","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","80","13","36"
"25-03","","130","430","167","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","0","0","0"
"25-03","","130","430","167","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","0","0","0"
"25-03","","130","430","167","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","0","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","4","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","0","0","1"
"25-03","","130","430","167","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","2","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","4","0","1"
"25-03","","130","430","167","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","2","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","0","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","0","0","0"
"25-03","","130","430","167","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","0","0","0"
"25-03","","130","430","167","1","5","U.S. Representative, Dist I - G","","19","BURD, Zachary B.","","C","0","0","0"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","20","CHIN, Doug S.","","C","19","4","10"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","21","CASE, Ed","","C","30","8","9"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","22","ING, Kaniela Saito","","C","9","3","11"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","23","PULETASI, Sam","","C","0","0","0"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","24","MARTIN, Ernest Yorihiko","","C","5","1","2"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","25","FUKUMOTO, Beth Keiko","","C","2","1","3"
"25-03","","130","430","167","1","6","U.S. Representative, Dist I - D","","26","KIM, Donna Mercado","","C","22","2","3"
"25-03","","130","430","167","1","7","U.S. Representative, Dist I - L","","27","TIPPENS, Michelle Rose","","C","0","0","0"
"25-03","","130","430","167","1","8","U.S. Representative, Dist I - N","","28","CIPOLLA, John E.","","C","0","0","0"
"25-03","","130","430","167","1","8","U.S. Representative, Dist I - N","","29","GRIFFIN, Calvin C. (G)","","C","0","0","0"
"25-03","","130","430","167","1","9","U.S. Representative, Dist I - R","","30","VINOLE, Raymond Rene","","C","2","0","0"
"25-03","","130","430","167","1","9","U.S. Representative, Dist I - R","","31","CAVASSO, Cam","","C","10","0","2"
"25-03","","130","430","167","1","12","Governor - G","","36","BREWER, Jim","","C","0","0","0"
"25-03","","130","430","167","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","6","1","2"
"25-03","","130","430","167","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","3","1","1"
"25-03","","130","430","167","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","0","0","0"
"25-03","","130","430","167","1","13","Governor - D","","40","IGE, David Y.","","C","25","6","16"
"25-03","","130","430","167","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","56","10","20"
"25-03","","130","430","167","1","13","Governor - D","","42","KIM, Richard Y.","","C","0","0","0"
"25-03","","130","430","167","1","14","Governor - N","","43","TERUYA, Terrence K.","","C","0","0","0"
"25-03","","130","430","167","1","14","Governor - N","","44","BLACKWELL, Selina T.","","C","0","0","0"
"25-03","","130","430","167","1","14","Governor - N","","45","EL, Link","","C","0","0","0"
"25-03","","130","430","167","1","15","Governor - R","","46","TUPOLA, Andria","","C","11","2","2"
"25-03","","130","430","167","1","15","Governor - R","","47","CARROLL, John","","C","1","0","1"
"25-03","","130","430","167","1","15","Governor - R","","48","LHEUREUX, Ray","","C","0","0","0"
"25-03","","130","430","167","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","0","0","0"
"25-03","","130","430","167","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","27","3","5"
"25-03","","130","430","167","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","22","5","8"
"25-03","","130","430","167","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","22","8","7"
"25-03","","130","430","167","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","14","3","18"
"25-03","","130","430","167","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","4","0","1"
"25-03","","130","430","167","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","0","0","0"
"25-03","","130","430","167","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","0","0","0"
"25-03","","130","430","167","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","3","0","0"
"25-03","","130","430","167","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","4","0","1"
"25-03","","130","430","167","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","5","0","0"
"25-03","","130","430","167","1","77","State Representative, Dist 25 - D","","151","LUKE, Sylvia","","C","76","12","32"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","36","11","8"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","13","2","3"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","21","2","16"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","5","1","3"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","1","3","5"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","8","3","6"
"25-03","","130","430","167","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","4","0","0"
"25-03","","130","430","167","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","21","4","20"
"25-03","","130","430","167","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","18","3","7"
"25-03","","130","430","167","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","7","0","0"
"25-03","","130","430","167","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","15","3","4"
"25-03","","130","430","167","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","15","2","5"
"25-03","","130","430","167","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","20","4","4"
"25-03","","130","430","167","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","9","5","4"
"25-03","","130","430","167","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","34","10","12"
"25-03","","130","430","167","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","7","2","4"
"25-03","","130","430","167","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","24","2","6"
"25-03","","130","430","167","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","26","2","16"
"25-03","","130","430","167","1","120","At-Large Trustee","","232","PARIS, Makana","","C","16","4","7"
"25-03","","130","430","167","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","36","7","14"
"25-03","","130","430","167","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","3","1","5"
"25-03","","130","430","167","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","1","1","0"
"25-03","","130","430","167","1","139","Councilmember, Dist VI","","314","DOS SANTOS-TAM, Tyler F.","","C","22","4","6"
"25-03","","130","430","167","1","139","Councilmember, Dist VI","","315","FUKUNAGA, Carol","","C","36","4","13"
"25-03","","130","430","167","1","139","Councilmember, Dist VI","","316","HUSSEY, Ikaika","","C","38","14","21"
"25-03","","130","430","167","1","139","Councilmember, Dist VI","","317","STODDARD, Zack","","C","0","0","0"
"25-04","","131","5899","2508","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","1011","147","649"
"25-04","","131","5899","2508","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","0","1","0"
"25-04","","131","5899","2508","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","4","1","2"
"25-04","","131","5899","2508","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","0","0","1"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","17","1","22"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","17","1","6"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","9","0","17"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","7","1","6"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","31","6","24"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","5","0","3"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","15","1","5"
"25-04","","131","5899","2508","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","3","0","2"
"25-04","","131","5899","2508","1","5","U.S. Representative, Dist I - G","","19","BURD, Zachary B.","","C","2","0","1"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","20","CHIN, Doug S.","","C","381","54","239"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","21","CASE, Ed","","C","467","71","239"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","22","ING, Kaniela Saito","","C","74","15","108"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","23","PULETASI, Sam","","C","4","0","3"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","24","MARTIN, Ernest Yorihiko","","C","48","10","31"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","25","FUKUMOTO, Beth Keiko","","C","48","11","46"
"25-04","","131","5899","2508","1","6","U.S. Representative, Dist I - D","","26","KIM, Donna Mercado","","C","188","26","106"
"25-04","","131","5899","2508","1","7","U.S. Representative, Dist I - L","","27","TIPPENS, Michelle Rose","","C","3","0","1"
"25-04","","131","5899","2508","1","8","U.S. Representative, Dist I - N","","28","CIPOLLA, John E.","","C","3","1","2"
"25-04","","131","5899","2508","1","8","U.S. Representative, Dist I - N","","29","GRIFFIN, Calvin C. (G)","","C","0","1","1"
"25-04","","131","5899","2508","1","9","U.S. Representative, Dist I - R","","30","VINOLE, Raymond Rene","","C","13","0","16"
"25-04","","131","5899","2508","1","9","U.S. Representative, Dist I - R","","31","CAVASSO, Cam","","C","91","10","71"
"25-04","","131","5899","2508","1","12","Governor - G","","36","BREWER, Jim","","C","2","0","1"
"25-04","","131","5899","2508","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","28","0","25"
"25-04","","131","5899","2508","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","11","1","7"
"25-04","","131","5899","2508","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","6","1","4"
"25-04","","131","5899","2508","1","13","Governor - D","","40","IGE, David Y.","","C","645","99","424"
"25-04","","131","5899","2508","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","530","81","333"
"25-04","","131","5899","2508","1","13","Governor - D","","42","KIM, Richard Y.","","C","7","2","0"
"25-04","","131","5899","2508","1","14","Governor - N","","43","TERUYA, Terrence K.","","C","3","1","0"
"25-04","","131","5899","2508","1","14","Governor - N","","44","BLACKWELL, Selina T.","","C","3","1","4"
"25-04","","131","5899","2508","1","14","Governor - N","","45","EL, Link","","C","0","0","0"
"25-04","","131","5899","2508","1","15","Governor - R","","46","TUPOLA, Andria","","C","59","5","39"
"25-04","","131","5899","2508","1","15","Governor - R","","47","CARROLL, John","","C","52","5","48"
"25-04","","131","5899","2508","1","15","Governor - R","","48","LHEUREUX, Ray","","C","11","1","10"
"25-04","","131","5899","2508","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","2","0","1"
"25-04","","131","5899","2508","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","367","44","192"
"25-04","","131","5899","2508","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","400","52","238"
"25-04","","131","5899","2508","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","174","31","110"
"25-04","","131","5899","2508","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","199","40","197"
"25-04","","131","5899","2508","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","67","18","39"
"25-04","","131","5899","2508","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","2","1","1"
"25-04","","131","5899","2508","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","1","1","2"
"25-04","","131","5899","2508","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","33","3","30"
"25-04","","131","5899","2508","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","38","2","26"
"25-04","","131","5899","2508","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","33","5","29"
"25-04","","131","5899","2508","1","77","State Representative, Dist 25 - D","","151","LUKE, Sylvia","","C","961","141","587"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","217","38","133"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","275","35","166"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","169","40","176"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","42","11","28"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","41","5","33"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","33","6","46"
"25-04","","131","5899","2508","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","45","4","28"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","363","53","229"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","211","39","156"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","37","2","22"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","203","26","124"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","78","14","57"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","102","23","79"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","45","11","34"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","244","47","146"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","61","13","52"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","122","19","107"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","93","22","83"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","232","PARIS, Makana","","C","117","24","88"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","381","58","251"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","20","3","15"
"25-04","","131","5899","2508","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","29","8","19"
"25-04","","131","5899","2508","1","139","Councilmember, Dist VI","","314","DOS SANTOS-TAM, Tyler F.","","C","246","30","197"
"25-04","","131","5899","2508","1","139","Councilmember, Dist VI","","315","FUKUNAGA, Carol","","C","609","91","359"
"25-04","","131","5899","2508","1","139","Councilmember, Dist VI","","316","HUSSEY, Ikaika","","C","273","55","200"
"25-04","","131","5899","2508","1","139","Councilmember, Dist VI","","317","STODDARD, Zack","","C","70","8","47"
"25-05","","132","2508","1346","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","511","44","362"
"25-05","","132","2508","1346","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","1","0","0"
"25-05","","132","2508","1346","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","0","0","0"
"25-05","","132","2508","1346","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","0","0","1"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","7","1","11"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","9","0","7"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","4","0","3"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","3","0","6"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","7","1","4"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","2","0","1"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","2","1","1"
"25-05","","132","2508","1346","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","5","0","1"
"25-05","","132","2508","1346","1","5","U.S. Representative, Dist I - G","","19","BURD, Zachary B.","","C","1","0","0"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","20","CHIN, Doug S.","","C","213","20","136"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","21","CASE, Ed","","C","313","26","194"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","22","ING, Kaniela Saito","","C","11","5","33"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","23","PULETASI, Sam","","C","0","0","2"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","24","MARTIN, Ernest Yorihiko","","C","20","2","18"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","25","FUKUMOTO, Beth Keiko","","C","21","3","24"
"25-05","","132","2508","1346","1","6","U.S. Representative, Dist I - D","","26","KIM, Donna Mercado","","C","80","11","66"
"25-05","","132","2508","1346","1","7","U.S. Representative, Dist I - L","","27","TIPPENS, Michelle Rose","","C","1","0","0"
"25-05","","132","2508","1346","1","8","U.S. Representative, Dist I - N","","28","CIPOLLA, John E.","","C","1","0","1"
"25-05","","132","2508","1346","1","8","U.S. Representative, Dist I - N","","29","GRIFFIN, Calvin C. (G)","","C","1","0","0"
"25-05","","132","2508","1346","1","9","U.S. Representative, Dist I - R","","30","VINOLE, Raymond Rene","","C","5","1","3"
"25-05","","132","2508","1346","1","9","U.S. Representative, Dist I - R","","31","CAVASSO, Cam","","C","37","3","31"
"25-05","","132","2508","1346","1","12","Governor - G","","36","BREWER, Jim","","C","1","0","0"
"25-05","","132","2508","1346","1","13","Governor - D","","37","CARAVALHO, Ernest","","C","9","1","10"
"25-05","","132","2508","1346","1","13","Governor - D","","38","KA'EHU'AE'A, Wendell J.","","C","0","0","3"
"25-05","","132","2508","1346","1","13","Governor - D","","39","TANABE, Van (Tanaban)","","C","1","0","2"
"25-05","","132","2508","1346","1","13","Governor - D","","40","IGE, David Y.","","C","404","50","277"
"25-05","","132","2508","1346","1","13","Governor - D","","41","HANABUSA, Colleen Wakako","","C","244","16","186"
"25-05","","132","2508","1346","1","13","Governor - D","","42","KIM, Richard Y.","","C","4","0","4"
"25-05","","132","2508","1346","1","14","Governor - N","","43","TERUYA, Terrence K.","","C","2","0","1"
"25-05","","132","2508","1346","1","14","Governor - N","","44","BLACKWELL, Selina T.","","C","0","0","0"
"25-05","","132","2508","1346","1","14","Governor - N","","45","EL, Link","","C","0","0","0"
"25-05","","132","2508","1346","1","15","Governor - R","","46","TUPOLA, Andria","","C","22","1","15"
"25-05","","132","2508","1346","1","15","Governor - R","","47","CARROLL, John","","C","25","0","19"
"25-05","","132","2508","1346","1","15","Governor - R","","48","LHEUREUX, Ray","","C","6","3","6"
"25-05","","132","2508","1346","1","16","Lieutenant Governor - G","","49","ING, Renee","","C","1","0","0"
"25-05","","132","2508","1346","1","17","Lieutenant Governor - D","","50","GREEN, Josh","","C","198","15","133"
"25-05","","132","2508","1346","1","17","Lieutenant Governor - D","","51","TOKUDA, Jill N.","","C","262","24","153"
"25-05","","132","2508","1346","1","17","Lieutenant Governor - D","","52","CARVALHO, Bernard P., Jr.","","C","88","10","76"
"25-05","","132","2508","1346","1","17","Lieutenant Governor - D","","53","IWAMOTO, Kim Coco","","C","82","16","92"
"25-05","","132","2508","1346","1","17","Lieutenant Governor - D","","54","ESPERO, Will","","C","20","2","19"
"25-05","","132","2508","1346","1","18","Lieutenant Governor - N","","55","ROBOTTI, Paul F.","","C","1","0","0"
"25-05","","132","2508","1346","1","18","Lieutenant Governor - N","","56","MAGAOAY, Ernest G.","","C","1","0","1"
"25-05","","132","2508","1346","1","19","Lieutenant Governor - R","","57","LIPSCOMB, Steve","","C","16","3","11"
"25-05","","132","2508","1346","1","19","Lieutenant Governor - R","","58","KERNS, Marissa Dipasupil","","C","12","0","11"
"25-05","","132","2508","1346","1","19","Lieutenant Governor - R","","59","LOW, Jeremy","","C","14","0","14"
"25-05","","132","2508","1346","1","77","State Representative, Dist 25 - D","","151","LUKE, Sylvia","","C","488","48","365"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","214","KIA'AINA, Esther","","C","114","27","87"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","215","KING, Samuel Wilder, II","","C","148","12","94"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","216","AKAKA, Kalei","","C","73","1","77"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","217","BURKE, Jackie Kahookele","","C","12","1","14"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","218","MOSSMAN, Paul","","C","23","6","31"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","219","KALIMA, Leona Mapuana","","C","11","4","25"
"25-05","","132","2508","1346","1","119","Oahu Resident Trustee","","220","MURRAY, Francine Kanani","","C","18","0","9"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","221","AHU ISA, Lei (Leina'ala)","","C","191","19","147"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","222","AKANA, Rowena Noelani","","C","67","7","97"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","223","AMSTERDAM, C. Kaui Jochanan","","C","16","3","11"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","224","LEE, Brendon Kalei'aina","","C","82","10","66"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","225","PAIKAI, Landen D.K.K.","","C","29","8","37"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","226","RYAN, Pohai","","C","52","9","43"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","227","PA'ALUHI, Marc Kalai","","C","11","2","14"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","228","AILA, William J., Jr.","","C","139","20","105"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","229","AKINA, Alvin A. (Auhana)","","C","31","0","41"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","230","HANOHANO, Faye (Pua)","","C","44","3","43"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","231","MAKEKAU, Keali'i","","C","31","5","23"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","232","PARIS, Makana","","C","54","5","30"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","233","WAIHEE, John D., IV","","C","175","15","134"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","234","PUUOHAU, Kali","","C","16","1","13"
"25-05","","132","2508","1346","1","120","At-Large Trustee","","235","SHARSH-DAVIS, Lei","","C","11","1","12"
"25-05","","132","2508","1346","1","139","Councilmember, Dist VI","","314","DOS SANTOS-TAM, Tyler F.","","C","119","14","113"
"25-05","","132","2508","1346","1","139","Councilmember, Dist VI","","315","FUKUNAGA, Carol","","C","352","30","253"
"25-05","","132","2508","1346","1","139","Councilmember, Dist VI","","316","HUSSEY, Ikaika","","C","118","15","88"
"25-05","","132","2508","1346","1","139","Councilmember, Dist VI","","317","STODDARD, Zack","","C","18","1","18"
"26-01","","133","4225","1549","1","2","U.S. Senator - D","","7","HIRONO, Mazie K.","","C","695","86","324"
"26-01","","133","4225","1549","1","3","U.S. Senator - N","","8","REYES, Arturo Pacheco","","C","2","0","0"
"26-01","","133","4225","1549","1","3","U.S. Senator - N","","9","HAVERTY, Charles (Charlie)","","C","2","0","0"
"26-01","","133","4225","1549","1","3","U.S. Senator - N","","10","MAERTENS, Matthew K.","","C","0","0","0"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","11","ANDERSON, Consuelo","","C","24","0","14"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","12","HELSHAM, Robert C., Sr.","","C","16","0","7"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","13","WHITE, Thomas E.","","C","13","1","7"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","14","DE LA FUENTE, Rocky Mamaka","","C","3","2","5"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","15","CURTIS, Ron","","C","27","1","5"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","16","HODGKISS, Michael R.","","C","2","0","3"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","17","BERISH, George L.","","C","8","0","2"
"26-01","","133","4225","1549","1","4","U.S. Senator - R","","18","PIRKOWSKI, Eddie","","C","1","0","2"
"26-01","","133","4225","1549","1","5","U.S. Representative, Dist I - G","","19","BURD, Zachary B.","","C","4","1","0"
